,price,price,price,price,price,price,mileage_km,mileage_km,mileage_km,vehicle_age,vehicle_age,vehicle_age,power_hp,power_hp,power_hp
,count,mean,median,std,min,max,mean,median,std,mean,median,std,mean,median,std
cluster,,,,,,,,,,,,,,,
44,67,56256.26865671642,60000.0,20735.04920351492,16500.0,95500.0,67690.85074626865,61000.0,42587.46360361823,5.432835820895522,5.0,2.74261476982589,314.92537313432837,300.0,69.94615102648083
45,199,87522.3216080402,86899.0,11850.726660884355,59980.0,128880.0,61445.24120603015,62000.0,24003.003227334382,3.2562814070351758,3.0,1.0491209601838103,617.3819095477387,625.0,35.17553204886986
46,327,48364.59327217125,49950.0,8952.650307954566,16900.0,67397.0,2522.9113149847094,15.0,6074.498667599079,3.926605504587156,4.0,0.560013508026423,157.7981651376147,190.0,36.91354012385852
47,274,38087.61313868613,35662.5,10229.857094772173,20500.0,85991.0,116120.90875912408,116000.0,22826.78094257787,6.04014598540146,6.0,1.5028159089741744,301.37226277372264,306.0,42.53427961202409
48,190,16168.852631578948,15990.0,4398.837710768706,4900.0,39900.0,106975.56842105264,103155.5,20540.14252545958,5.08421052631579,5.0,1.3226809226601233,136.6315789473684,136.0,26.167774774465897
49,235,113272.43829787234,113900.0,10374.454221841797,90900.0,135000.0,16711.536170212767,11000.0,14515.475723534644,3.9191489361702128,4.0,0.851001998117599,436.4723404255319,449.0,47.93374033442119
50,303,54589.42904290429,54500.0,10146.044961707074,28790.0,79980.0,87151.58085808581,87000.0,19254.832535223457,4.8250825082508255,5.0,1.3974069800900109,387.5181518151815,381.0,43.026160614620885
51,360,48265.60555555556,47990.0,10031.71864900994,28499.0,78718.0,79700.85833333334,79877.0,16064.721994736647,4.783333333333333,5.0,1.3611194802640647,352.5861111111111,349.0,23.694394254680883
52,100,37577.58,38250.0,12904.749569758487,6900.0,68000.0,81224.95,87500.0,29307.770600012027,22.36,22.0,1.3745155253007983,278.41,300.0,41.844612749571674
53,121,98259.97520661158,99900.0,10938.069875030367,68900.0,127298.0,8743.01652892562,9035.0,5278.123189138781,3.975206611570248,4.0,0.202600177581173,520.9090909090909,517.0,35.68332944107096
54,176,12054.380681818182,11849.5,4292.583998009537,4200.0,39390.0,106359.47159090909,109000.0,19748.87538756255,8.670454545454545,9.0,1.2209747011216983,125.27272727272727,120.0,27.765436796842952
55,59,8878.372881355932,5900.0,7879.627487471781,2150.0,34999.0,285668.69491525425,287000.0,33400.96563246608,20.338983050847457,20.0,2.178343007500991,273.4406779661017,286.0,69.57488428786905
56,142,51250.295774647886,49450.0,11476.261189543406,21999.0,95000.0,80193.44366197183,79293.5,26188.398290360066,4.915492957746479,4.0,1.7279223688337424,375.7887323943662,370.0,46.79089306220905
57,78,92923.44871794872,91748.5,20359.073505855235,38900.0,149000.0,59795.653846153844,61600.0,27922.754045795664,15.115384615384615,15.0,2.070076033679629,478.0128205128205,480.0,51.12513133752377
58,114,128931.42105263157,127610.0,13350.940422873886,94900.0,153740.0,17211.298245614034,15043.0,12788.51775086717,0.5789473684210527,0.0,1.003487166226168,601.8684210526316,612.0,40.57845305518829
59,184,97266.09239130435,95925.0,17500.660155765323,67750.0,139920.0,6810.059782608696,1250.0,10735.119398712024,3.6467391304347827,4.0,1.135704791835513,392.69565217391306,387.0,46.901883199502514
60,131,19858.923664122136,18900.0,7235.801237456304,9450.0,59988.0,84326.73282442748,83832.0,22537.89822049294,4.6106870229007635,4.0,1.6008292038045084,129.76335877862596,120.0,20.711138608922017
61,77,18985.909090909092,19800.0,7774.651385282778,3800.0,35000.0,252756.64935064936,250000.0,32070.439335594692,10.012987012987013,10.0,2.4946970414814875,228.44155844155844,245.0,42.81615948831442
62,108,18167.194444444445,18819.0,5365.84266310544,8945.0,37950.0,86508.26851851853,82412.5,28192.70348422893,4.537037037037037,4.0,1.5673414953676876,124.73148148148148,116.0,35.36131432873683
63,148,66305.2027027027,67695.0,13840.00316688231,35990.0,95990.0,7495.0675675675675,5041.0,8686.780397965545,3.804054054054054,4.0,1.1989722570805208,221.8581081081081,204.0,38.37339110237349
64,89,27050.303370786518,28900.0,13666.27505477734,3999.0,59995.0,116599.42696629213,118000.0,30639.544569176243,22.213483146067414,22.0,1.9509433039637258,289.8988764044944,320.0,59.4084561137057
65,171,70261.44444444444,68850.0,10596.573154235852,44950.0,108218.0,67809.81286549708,67648.0,18295.195303365967,2.690058479532164,2.0,0.9898695678047231,407.0233918128655,394.0,41.13563693532646
66,322,25679.534161490683,24925.0,5567.066822819065,8500.0,44500.0,72745.19875776398,72687.5,18555.200364781696,3.860248447204969,4.0,1.1743775180512115,157.8695652173913,150.0,30.071281967806456
67,277,40055.97833935018,39900.0,8978.948420536757,10900.0,62900.0,6886.826714801444,100.0,9194.50436119992,4.0108303249097474,4.0,0.2756251722880315,149.15162454873646,150.0,33.40689157883408
68,39,5613.2307692307695,5200.0,2738.9047797819753,2000.0,13500.0,282339.358974359,283000.0,55390.0546409814,18.897435897435898,19.0,2.6437102297107873,207.0,193.0,39.21600103072858
69,185,35343.42162162162,34000.0,7126.068998034427,22399.0,60990.0,122201.70810810811,120000.0,18885.498680871664,6.351351351351352,6.0,1.3636630699232937,275.6,265.0,40.51223647674646
70,360,65469.933333333334,68900.0,14406.421532096228,28990.0,99900.0,35314.561111111114,32999.5,18928.341698518256,1.4,1.0,1.0293736094611876,276.49444444444447,265.0,22.345725438502775
71,120,66988.38333333333,68037.0,14586.600569397535,27900.0,97900.0,19228.258333333335,14771.0,16576.8882015084,3.3333333333333335,4.0,1.3555570862216029,340.59166666666664,340.0,45.742335691455494
72,299,49462.14046822742,49950.0,7794.018327641517,25945.0,65700.0,5028.016722408027,15.0,8773.401928119834,3.9297658862876252,4.0,0.3641902095955289,191.22073578595317,204.0,29.803913499060613
73,263,41380.304182509506,41727.0,6736.759877535927,21150.0,61157.0,10537.376425855513,9100.0,8330.761273034841,4.011406844106464,4.0,0.2390006185727774,156.0722433460076,150.0,26.51887037883712
74,93,52145.68817204301,52900.0,12345.502014885114,27900.0,97500.0,145704.4301075269,143000.0,23039.857022973985,20.333333333333332,20.0,2.1230276439113074,342.8709677419355,325.0,42.54798462668271
75,24,206793.41666666666,202395.0,22719.963950363064,175992.0,249900.0,18380.25,16682.0,17908.093313044123,3.5416666666666665,3.5,2.797190619589384,588.9583333333334,587.0,91.96666653534415
76,80,66997.1375,62475.0,21783.392641662926,29990.0,111111.0,40936.775,37886.0,23810.214928920574,6.85,7.0,2.0506250976566243,357.2,370.0,49.64644619963411
77,179,86404.95530726257,87950.0,12202.58279016374,49900.0,115900.0,35403.12849162011,35000.0,20636.255882649442,2.111731843575419,2.0,1.2758900024981277,466.89385474860336,457.0,51.725669156272694
78,116,225812.75,226995.0,14662.489356755095,194500.0,255000.0,12669.275862068966,9250.0,11882.737083017022,3.3706896551724137,4.0,1.5908989660691466,601.3793103448276,630.0,67.67218363390609
79,252,169550.6507936508,169496.0,11505.623198087702,144888.0,199890.0,11487.916666666666,8975.0,10560.550802679569,0.5873015873015873,0.0,0.7443796451361949,482.23809523809524,480.0,25.98771655026408
80,145,193927.77931034483,194950.0,11773.891450807687,172550.0,223900.0,10852.696551724139,7950.0,10801.554811772432,3.6482758620689655,4.0,1.3151417038286881,528.6344827586207,521.0,39.98486064074464
81,31,49236.51612903226,36000.0,38543.39037229857,5000.0,175000.0,75917.16129032258,77565.0,44106.540800729905,42.61290322580645,43.0,5.142485905699944,213.51612903225808,204.0,45.16257371448321
82,42,17631.45238095238,16450.0,7163.626963917434,4490.0,45000.0,347868.5714285714,340000.0,44867.230739715495,8.642857142857142,8.5,2.417632671683529,279.3809523809524,258.0,77.13527944887612
83,139,30803.69784172662,29900.0,6156.219622339148,20000.0,58000.0,24276.892086330936,20000.0,20171.511480694913,2.079136690647482,2.0,1.60643970464457,155.38129496402877,160.0,25.00011469059293
84,341,75810.05571847508,75193.0,9846.475115781777,54390.0,100788.0,10667.222873900293,7200.0,12545.930677392807,3.9853372434017595,4.0,0.19498632091545168,192.21407624633432,197.0,22.536987404631585
85,167,30318.263473053892,29990.0,7114.556035394347,16990.0,59999.0,65121.239520958086,64217.0,20520.034472718635,2.8982035928143715,3.0,1.0956360893234476,176.04191616766468,184.0,33.28543103518037
86,125,74060.04,75000.0,10062.158843265035,47800.0,105000.0,64134.112,62830.0,18515.20774330327,3.184,3.0,1.4333808444238718,403.584,435.0,57.63947795872928
87,73,5361.041095890411,4490.0,3093.505645516624,2000.0,13990.0,208555.6301369863,195000.0,38263.87864027133,14.013698630136986,14.0,1.6624375567632568,137.86301369863014,125.0,45.692606704565925
88,177,16953.58757062147,17500.0,4380.076712235977,6700.0,26900.0,113208.56497175142,110451.0,22801.648410743805,4.734463276836158,5.0,1.169012243333748,130.4915254237288,120.0,22.977290825564886
89,381,49615.17585301837,49940.0,10344.204633413907,24700.0,75000.0,54432.96062992126,55517.0,15322.493756291882,2.538057742782152,2.0,1.067089206957116,318.34383202099735,326.0,35.147582008816
90,300,25888.733333333334,24972.5,5435.298187789657,12990.0,41940.0,102324.73333333334,99997.0,14396.462549367461,4.573333333333333,4.0,1.0840692980766176,163.33333333333334,150.5,26.650008732463064
91,235,34185.46382978724,31900.0,9755.438732580877,11990.0,68900.0,25607.64255319149,25806.0,16251.005486311611,2.9191489361702128,3.0,1.4784258054899497,162.22553191489362,163.0,36.40389800254857
92,227,43003.484581497796,42790.0,10787.709163405834,17000.0,89900.0,143457.73127753305,139000.0,24130.95189330553,5.872246696035242,6.0,1.2252779243784346,370.352422907489,354.0,42.42326785630697
93,330,21495.01818181818,20945.0,4865.444100751827,6500.0,36900.0,100481.85757575757,100000.0,18536.327021165238,5.863636363636363,6.0,0.8303945602695973,175.05757575757576,190.0,28.331295919030758
94,169,18248.3550295858,17900.0,6892.438228257587,4190.0,36995.0,252299.02366863904,248421.0,23668.722837059282,9.680473372781066,10.0,1.5093864295242647,253.0828402366864,258.0,54.05645418915383
95,310,24220.1935483871,23500.0,5931.132009479649,9900.0,39990.0,182342.9,180000.0,15938.837931342989,8.964516129032258,9.0,1.2471451897571841,271.99032258064517,258.0,28.02985988554078
96,64,200806.21875,199845.0,23792.328968827587,147911.0,250000.0,11833.265625,8414.0,10673.348227648194,3.484375,3.0,2.4429502558138494,485.65625,500.0,62.942205475807164
97,179,39225.48044692737,38250.0,6543.0424505307155,27294.0,59910.0,29795.178770949722,28954.0,15832.19687643359,1.2681564245810055,1.0,0.9275087195450445,272.5810055865922,280.0,21.36462152521545
98,189,171609.73015873015,169950.0,11646.58700879336,145990.0,195000.0,15688.682539682539,13000.0,12542.396683604598,1.0846560846560847,1.0,1.0784284829302435,488.24867724867727,480.0,36.89514413137675
99,54,146783.22222222222,146370.0,19882.157066326155,104999.0,187991.0,18628.444444444445,14231.0,13744.82924753979,4.611111111111111,4.5,2.243789472069194,452.7962962962963,450.0,49.10918894518568
100,65,86720.69230769231,86000.0,14386.702787343114,55000.0,117950.0,92653.56923076924,87000.0,25363.09360441937,4.2615384615384615,4.0,1.0043176022324045,622.1692307692308,600.0,52.71016541865086
101,123,70432.72357723577,69950.0,10335.157344365889,43490.0,95000.0,33595.41463414634,33387.0,17250.831252923243,2.186991869918699,2.0,1.066245085287887,549.2682926829268,544.0,48.74760577066992
102,105,37723.695238095235,35000.0,12576.823352381014,17400.0,72500.0,160702.7142857143,157000.0,25148.12587783795,5.647619047619048,6.0,1.901320150584408,324.8952380952381,330.0,41.97089738266537
103,121,29640.289256198346,26900.0,9865.671633191881,10500.0,63600.0,71490.7520661157,74000.0,26562.21106863439,4.958677685950414,4.0,1.8725948761672755,200.82644628099175,197.0,49.09356334014171
104,198,29603.424242424244,28375.0,8565.208870586268,10500.0,69000.0,98245.22727272728,96716.0,14676.644993244523,3.242424242424242,3.0,1.067193378647762,180.56060606060606,190.0,29.120332590635048
105,213,117387.9530516432,115500.0,9840.818633862627,102358.0,145194.0,9469.793427230046,9900.0,5111.7794694136455,4.004694835680751,4.0,0.06851887098275307,376.2206572769953,367.0,32.67627299046024
106,104,5314.509615384615,4700.0,3007.39100552303,2000.0,17990.0,191019.75,199000.0,37319.335870569674,17.634615384615383,17.0,2.6477970044639743,145.66346153846155,143.0,33.18749635201504
107,288,46977.711805555555,48700.0,10641.40765312557,22500.0,94900.0,80140.63888888889,82119.0,19855.98614101577,4.336805555555555,4.0,1.3017408086064317,259.69444444444446,245.0,21.63774537185865
108,125,43464.136,41499.0,17680.626581886998,18899.0,99840.0,13368.184,9900.0,12002.496530214308,3.808,4.0,0.7693315070513722,138.912,136.0,29.45500012320598
109,118,30015.77966101695,29875.0,6504.334193556104,13000.0,55000.0,192946.21186440677,194000.0,22072.817558522605,7.694915254237288,8.0,1.7122408697889373,268.72033898305085,250.0,41.414289121918436
110,264,149556.36363636365,149890.0,11421.840426751976,124900.0,183992.0,15543.23106060606,10825.0,12569.62928161394,3.837121212121212,4.0,0.9749645837795243,459.84090909090907,450.0,39.07666823938966
111,67,6481.6567164179105,4995.0,5343.0351820036185,2250.0,39996.0,303878.9104477612,293139.0,38147.79951782886,19.567164179104477,20.0,2.547868274727735,250.40298507462686,231.0,70.16820908867416
112,73,27577.972602739726,26900.0,15042.876329911669,3500.0,66000.0,157052.57534246575,159014.0,27550.515589003768,20.89041095890411,21.0,1.911672070870133,307.2054794520548,320.0,54.48393211257322
113,217,51133.49769585254,51490.0,9325.782587618183,31990.0,79560.0,66409.19354838709,68776.0,21709.32410064417,7.225806451612903,7.0,1.4173780630010835,443.6589861751152,441.0,35.940457767298355
114,185,19418.302702702702,18500.0,5124.781341596676,7300.0,34990.0,134604.0108108108,130000.0,21851.79956572803,7.978378378378379,8.0,1.2201067164514605,173.17837837837837,190.0,25.40403014003983
115,308,31104.96103896104,29615.0,5607.242272924533,12000.0,47980.0,3360.5097402597403,10.0,7731.31999234342,4.01948051948052,4.0,0.3322174873522781,141.7012987012987,136.0,19.16298340972254
116,259,31151.181467181468,29900.0,6160.142328993191,12600.0,46800.0,21356.015444015444,20300.0,11737.718546386224,0.4980694980694981,0.0,0.7064186198488308,141.37065637065638,131.0,20.50982152591466
117,786,57121.50127226463,57850.0,7779.589857420497,34980.0,89845.0,9182.027989821883,9900.0,5008.323203305648,4.0,4.0,0.13354547878703568,211.48600508905852,204.0,22.427131716159938
118,70,27111.785714285714,24990.0,14007.186629450496,6000.0,89900.0,246093.14285714287,238651.5,41408.5661607178,9.228571428571428,9.0,2.479898481859945,391.48571428571427,400.0,66.42348608064462
119,106,65636.50943396226,63497.5,13431.92018130889,29950.0,107000.0,81930.77358490566,86948.5,34020.12395271028,17.5188679245283,18.0,2.139119231635263,358.91509433962267,355.0,42.99991537633496
120,232,21084.439655172413,19925.0,4773.113205864323,11980.0,34500.0,134404.12068965516,132890.0,14280.519379010299,6.008620689655173,6.0,0.761585150906258,185.56034482758622,190.0,24.95685932937488
121,201,16152.890547263682,15985.0,4864.320588526232,4880.0,29999.0,77159.12935323383,77100.0,25231.96060680153,8.248756218905474,8.0,1.4379885066556102,148.4228855721393,136.0,37.70948519446852
122,137,21821.992700729927,21500.0,7658.963705143868,6999.0,62000.0,201327.06569343066,199226.0,34681.42960984188,8.503649635036496,9.0,1.6184782594591058,274.5036496350365,258.0,58.95563188279699
123,58,121130.89655172414,119700.0,23775.22166494312,80900.0,174990.0,5674.431034482759,4420.0,5990.310383874972,3.793103448275862,4.0,0.9689679930559358,335.05172413793105,340.0,31.048023025907824
124,29,114062.93103448275,115000.0,16811.992634789513,84990.0,147620.0,43484.65517241379,43000.0,31491.86717718431,5.9655172413793105,6.0,3.110842313823996,447.9310344827586,450.0,61.578017317454844
125,277,70622.57039711191,69900.0,10615.065594334264,45990.0,95000.0,41690.64259927798,44000.0,20058.6261764252,2.88086642599278,3.0,1.1310322847712124,503.40794223826714,510.0,30.90054772549804
126,194,19149.201030927834,18900.0,4292.827542136702,9990.0,31900.0,31047.128865979383,25477.0,27047.265401484372,2.082474226804124,2.0,1.5449741557124335,109.74226804123711,129.0,23.43009815371136
127,129,44461.682170542634,43590.0,9565.529471088248,23900.0,69999.0,67885.28682170542,68000.0,18454.4961184911,4.751937984496124,4.0,1.7276745920815153,283.3333333333333,265.0,45.33647354320067
128,254,23519.779527559054,22500.0,6124.748117964692,9950.0,49880.0,147420.98818897636,145341.0,19868.902931352604,4.2795275590551185,4.0,1.0314300738592082,169.14173228346456,163.0,33.13267720791089
129,123,5830.869918699187,4999.0,2849.337095638124,2000.0,14990.0,113686.8861788618,120000.0,29354.102410586514,15.1869918699187,15.0,1.5803589211332632,110.23577235772358,99.0,33.26522363207583
130,24,9776.333333333334,6250.0,10667.295687069069,2000.0,36112.0,221034.04166666666,221482.5,51597.762174661904,17.958333333333332,18.5,4.196055773934734,203.375,203.5,111.35911844509891
131,16,2956.375,2599.5,923.5322679798471,2000.0,4995.0,486626.5625,456000.0,84785.3894787451,20.5625,21.0,3.010398644698074,183.875,179.0,27.82295215584907
132,468,26836.94871794872,25870.0,5649.71206004255,10500.0,43450.0,51649.970085470086,51000.0,12212.061538428936,3.467948717948718,4.0,1.103352134689869,163.21153846153845,163.0,25.731526821674116
133,80,6512.975,6250.0,2671.2856714712475,2000.0,12990.0,261344.45,253500.0,31742.475759050747,10.3625,10.0,2.2905626416210216,139.15,141.5,30.364077710180396
134,216,74153.01388888889,71865.0,11826.058885666349,38900.0,109980.0,8420.171296296296,6333.5,8448.999689425753,4.0,4.0,0.43133109281375365,336.05555555555554,333.0,31.37702709718313
135,29,18028.206896551725,18000.0,9817.271094422284,3500.0,41790.0,183071.72413793104,185000.0,45155.19945690209,9.310344827586206,9.0,3.3605213060291494,215.0,190.0,83.37522756447848
136,154,112806.46753246753,110946.0,12229.015994685973,86885.0,143800.0,69223.1038961039,64325.5,23861.656138845046,6.538961038961039,7.0,1.7680280248093723,433.461038961039,450.0,39.8098639724094
137,144,21124.659722222223,20947.5,5522.605777684029,9800.0,39100.0,26515.340277777777,24250.0,20077.574983176622,2.375,3.0,1.6253025538675536,115.9375,129.0,21.65825437373664
138,279,87502.1541218638,86350.0,8745.058672255835,68950.0,120995.0,2025.68458781362,15.0,4916.378660921813,3.971326164874552,4.0,0.36859937757336086,343.921146953405,366.0,33.631213300032506
139,87,117709.05747126437,119950.0,14421.587687452835,84800.0,149950.0,71215.88505747127,73502.0,30826.651012359383,7.896551724137931,7.0,2.1729547066557156,453.32183908045977,450.0,54.17080957980915
140,185,53630.394594594596,52890.0,14322.576906036096,21780.0,95790.0,100224.27027027027,99643.0,23760.07856524377,5.118918918918919,5.0,1.3975595650831303,406.53513513513514,400.0,21.53940040211719
141,138,8902.507246376812,7999.5,4166.970390724344,2450.0,27950.0,172794.19565217392,168115.5,25080.81874525319,10.101449275362318,10.0,1.8135332899504748,128.731884057971,120.0,45.2497594226895
